,Unique_Id,Location,Tansaction_Type,Property_Type,Address,Bedrooms,Bathrooms,Price,Description,Listing_Date,Agent,Listing_Source,listing_URL
10,TW9S00011,TW9,Sales,Detached,"Sheen Road, Richmond, Surrey",7,2,"£3,995,950","A stunning detached Victorian house, 2 mins walk from Richmond town centre & station, superb accommodation of 7 bedrooms, 4 baths, 4 reception rooms, kitchen/dining room, self-contained flat, a 100’ South facing garden and off-street parking several cars.",Reduced on 28/02/2023,"Reduced on 28/02/2023 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
11,TW9S00012,TW9,Sales,House,"West Hall Road, Kew, Surrey, TW9",6,4,"£3,750,000",Magnificent Manor house with ballroom currently undergoing a restoration programme affording a wealth of family accommodation of gracious proportions over three floors plus cellarage.,Reduced on 29/03/2023,"Reduced on 28/02/2023 by Featherstone Leigh, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
12,TW9S00013,TW9,Sales,Detached,"The Avenue, Richmond, Surrey, TW9",7,4,"£3,500,000",A magnificently proportioned double fronted detached Victorian home of great period integrity and charm,Added on 14/01/2023,"Reduced on 29/03/2023 by Fine & Country, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
13,TW9S00014,TW9,Sales,Detached,"Lion Gate Gardens, Richmond, Surrey, TW9",5,2,"£3,450,000",A magnificently proportioned detached family home with a delightful south facing garden,Added on 26/02/2021,"Added on 14/01/2023 by Nick Burger Estates, Powered by Keller Williams, Covering Elmbridge and Surrounding Areas",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
14,TW9S00015,TW9,Sales,Detached,"Lion Gate Gardens, Kew, Surrey, TW9",5,2,"£3,450,000",Elegant Victorian detached house with magnificent south facing rear garden enviably situated in this prime residential area of Kew.,Added on 07/10/2022,"Added on 26/02/2021 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
15,TW9S00016,TW9,Sales,Detached,"West Hall Manor, West Hall Road, Kew, TW9",6,3,"£3,400,000",Magnificent Manor house currently undergoing a restoration programme affording a wealth of family accommodation of gracious proportions over three floors plus cellarage.,Reduced on 08/11/2022,"Added on 07/10/2022 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
16,TW9S00017,TW9,Sales,Detached,"West Hall Road, Richmond, Surrey, UK, TW9",6,4,"£3,400,000","An exquisite, Grade II listed, Manor House currently undergoing extensive restoration. Originally dating back to the 14th Century, and rebuilt in the early 1700’s, the property is naturally arranged over four floors, to include ample off street gravel parking and an extensive la...",Reduced on 08/11/2022,"Reduced on 08/11/2022 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
17,TW9S00018,TW9,Sales,Semi-Detached,"The Avenue, Richmond, Surrey, TW9",5,8,"£3,000,000",A tastefully renovated and thoughtfully extended Victorian family home,Reduced on 27/04/2022,"Reduced on 08/11/2022 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
18,TW9S00019,TW9,Sales,Semi-Detached,"Sandycombe Road, Kew Surrey, TW9",6,4,"£2,800,000",**INVESTMENT & BUSINESS OPPORTUNITY** Tyron Ash Real Estate are proud to showcase this 6 bedroom Edwardian Property in the heart of Kew Village. Watch the video tour to fully understand this amazing investment opportunity,Added on 13/04/2021,"Reduced on 27/04/2022 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
19,TW9S00020,TW9,Sales,Detached,"Sandycombe Road, Richmond, TW9",9,3,"£2,800,000","On the highly sought after residential Sandycombe Road in the heart of Kew, comes an exciting opportunity to purchase a classic Edwardian semi-detached property",Added on 22/03/2023,"Added on 13/04/2021 by Featherstone Leigh, Kew Gardens",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
20,TW9S00021,TW9,Sales,Semi-Detached,"Sandycombe Road, Kew, Surrey, TW9",6,3,"£2,800,000",Substantial semi detached Edwardian residence situated in the heart of Kew village moments from the appealing local shops and restaurants.,Added on 15/03/2022,"Added on 22/03/2023 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
21,TW9S00022,TW9,Sales,House,"Lion Gate Gardens, Kew, Surrey, TW9",5,4,"£2,750,000",An outstanding Victorian family house occupying a prominent corner plot located in one of the area's finest roads.,Added on 28/04/2022,"Added on 15/03/2022 by Tyron Ash Real Estate, Mayfair",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
22,TW9S00023,TW9,Sales,Detached,"St Johns Road, Richmond, UK, TW9",5,2,"£2,500,000","A truly remarkable, Victorian style, five bedroom detached family house built by the award winning Quad architects. The property was newly built in 2015 which has been built and finished to the highest possible standards and boasts: a modern light and spacious living and bedroom space with the ex...",Added on 01/10/2021,"Added on 28/04/2022 by Fine & Country, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?searchType=SALE&locationIdentifier=OUTCODE%5E2732&insId=1&radius=0.0&minPrice=&maxPrice=&minBedrooms=&maxBedrooms=&displayPropertyType=&maxDaysSinceAdded=&_includeSSTC=on&sortByPriceDescending=&primaryDisplayPropertyType=&secondaryDisplayPropertyType=&oldDisplayPropertyType=&oldPrimaryDisplayPropertyType=&newHome=&auction=false
23,TW9S00024,TW9,Sales,Apartment,"Richmond Square, Kew Foot Road, Richmond, TW9",1,1,"£725,000","A RARE OPPORTUNITY TO PURCHASE A NEW HOME within the Kew Foot Road Conservation Area of Richmond Upon Thames. A generously proportioned, perfectly presented, first-floor, one-bedroom apartment with large, retained, timber sash windows.",NEW HOME,Allow all cookies,RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
24,TW9S00025,TW9,Sales,Detached,"Larkfield Road, Richmond, TW9",5,3,"£2,150,000",A handsome and superbly presented detached five bedroom Victorian House conveniently located in a sought-after residential street moments from Richmond town centre and station.,Richmond Square Development,"NEW HOME
Richmond Square Development",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
25,TW9S00026,TW9,Sales,Detached,"Gloucester Road, Richmond, Surrey, TW9",4,2,"£2,000,000","Wonderfully Spacious Detached Victorian Family House on popular road just off Kew Green. Close to both Kew Bridge Station and Kew Gardens Station, the Royal Botanical Gardens and Kew Village's shops & restaurants.",Added on 17/01/2023,Added on 17/01/2023 by Richmond Square,RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
26,TW9S00027,TW9,Sales,Semi-Detached,"Old Deer Park Gardens, Richmond, TW9",5,2,"£2,000,000","A beautifully presented and substantial Edwardian family house situated on a most highly regarded 'no-through' road, close to Richmond town centre and station.",Added on 19/04/2023,"Added on 19/04/2023 by Antony Roberts Estate Agents, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
27,TW9S00028,TW9,Sales,Terraced,"Kew Road, Richmond, Surrey",6,5,"£1,995,000","An architecturally beautiful Victorian property of some 2875 sq. ft superbly positioned adjacent to the Old Deer Park Sports Ground, conveniently situated just 320 metres to Kew Gardens Lion Gate and 650 metres to Richmond town centre & railway station.",Reduced on 27/04/2023,"Reduced on 27/04/2023 by Priory Management, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
28,TW9S00029,TW9,Sales,House,"Melliss Avenue, Kew, Surrey, TW9",4,4,"£1,825,000",Magnificent four double bedroom townhouse of attractive traditional design advantageously located within the exclusive Kew Riverside development overlooking the 'tree lined' water terraces.,Added on 18/04/2023,"Added on 18/04/2023 by Antony Roberts Estate Agents, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
29,TW9S00030,TW9,Sales,Terraced,"Beaumont Avenue, Richmond, Surrey, TW9",5,2,"£1,800,000","A beautifully presented elegant family home located close to Richmond town centre. The house benefits from high specification kitchen and bathrooms, but still retains some nice period features.",Reduced on 15/03/2023,"Reduced on 15/03/2023 by Nick Burger Estates, Powered by Keller Williams, Covering Elmbridge and Surrounding Areas",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
30,TW9S00031,TW9,Sales,Semi-Detached,"Taylor Avenue, Kew, Surrey, TW9",4,2,"£1,795,000","Outstanding 4 bedroom, 2 bathroom semi-detached 1930s house advantageously situated in this much admired residential avenue.",Added on 28/04/2023,"Added on 28/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
31,TW9S00032,TW9,Sales,Semi-Detached,"Burlington Avenue, Kew, Richmond, Surrey, TW9",4,1,"£1,775,000",Outstanding Edwardian semi-detached house advantageously located along this highly requested residential road.,Added on 03/05/2023,"Added on 03/05/2023 by The Home Selling Company, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
32,TW9S00033,TW9,Sales,Semi-Detached,"Mortlake Road, Kew, Surrey, TW9",4,3,"£1,750,000",Exceptional semi-detached family house having recently undergone a meticulous and truly comprehensive renovation.,Reduced on 14/02/2023,"Reduced on 14/02/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
33,TW9S00034,TW9,Sales,End of Terrace,"Maze Road, Kew, Richmond, Surrey, TW9",4,2,"£1,700,000",Beautiful Victorian house in the favoured Kew Green conservation area offering huge potential for improvement and extension (subject to the usual requirements).,Added on 06/04/2023,"Added on 06/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
34,TW9S00035,TW9,Sales,Detached,"High Park Road, Kew, Surrey, TW9",3,1,"£1,695,000","Most impressive traditional style detached family house situated in the heart of Kew Gardens village affording striking views towards the cafes, shops and restaurants in Station Parade.",Added on 09/03/2023,"Added on 09/03/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
35,TW9S00036,TW9,Sales,Semi-Detached,"Chelwood Gardens, Kew, Surrey, TW9",4,1,"£1,650,000","Desirable 4 bedroom, semi-detached 1930s house situated in this much admired residential cul-de-sac.",Reduced on 29/03/2023,"Reduced on 29/03/2023 by W. Hallett & Co, Kew",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
36,TW9S00037,TW9,Sales,Terraced,"Sydney Road, Richmond, Surrey, TW9",2,1,"£1,600,000","Charming early Victorian property in Richmond with wood flooring, working fireplace, enclosed outdoor space, garage, and easy access to town center and station",Added on 20/03/2023,"Added on 20/03/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
37,TW9S00038,TW9,Sales,House,"Bushwood Road, Kew, Surrey, TW9",4,4,"£1,550,000",Appealing Edwardian family house situated along this much requested tree lined road and forming part of the highly coveted Kew Green Conservation area.,Added on 13/04/2023,"Added on 13/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
38,TW9S00039,TW9,Sales,Terraced,"Melliss Avenue, Richmond, TW9",5,2,"£1,500,000","A beautifully maintained five bedroom four bathroom family home offering spacious accommodation. Arranged over four floors to include a luxury fully fitted kitchen and breakfast room, three reception rooms, private rear garden and the added benefit of a double garage with self containe...",Added on 26/04/2023,"Added on 26/04/2023 by Priory Management, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
39,TW9S00040,TW9,Sales,Terraced,"Forest Road, Kew, Surrey, TW9",3,4,"£1,475,000","Attractive Victorian mid-terrace 3 bedroom/2 bathroom house, situated in this highly sought after conservation area.",Added on 03/04/2023,"Added on 03/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
40,TW9S00041,TW9,Sales,House,"Barker Close, Richmond, TW9",5,2,"£1,450,000","Located in this small gated development and offering partial river views, a beautifully presented five bedroom five bathroom townhouse arranged over four floors. The ground floor comprises an integral garage with further off street parking for one car to the front, a reception room/be...",Added on 06/03/2023,"Added on 06/03/2023 by Featherstone Leigh, Kew Gardens",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
41,TW9S00042,TW9,Sales,House,"Sheen Road, Richmond",5,4,"£1,400,000","A fantastic opportunity to acquire this spacious five bedroom family home located in the catchment for three Ofsted Outstanding primary schools, ideal for young families. The property is arranged over three floors and has scope, subject to planning permission, to extend further.",Reduced on 28/04/2023,"Reduced on 28/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
42,TW9S00043,TW9,Sales,House,"Chaucer Avenue, Kew",5,2,"£1,400,000","Offering a grand total of approx. 2,235 sq ft of accommodation is this beautifully presented semi detached property which provides spacious living over three floors and would make for a perfect family home.",Added on 17/03/2023,"Added on 17/03/2023 by Featherstone Leigh, Kew Gardens",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
43,TW9S00044,TW9,Sales,Villa,"Townshend Terrace, Richmond, Surrey, TW9",3,1,"£1,395,000","A peach of a Victorian villa, charming and characterful, with an exceptional garden and desirable off-street parking. ",Added today,"Added today by Dexters, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
