,Unique_Id,Location,Tansaction_Type,Property_Type,Address,Bedrooms,Bathrooms,Price,Description,Listing_Date,Agent,Listing_Source,listing_URL
44,TW9S00045,TW9,Sales,End of Terrace,"Salisbury Road, Richmond, TW9",4,2,"£1,350,000",A handsome and beautifully presented bay-fronted period four bedroom house in this sought after residential cul-de-sac moments from Richmond Station.,Reduced on 27/02/2023,"Reduced on 27/02/2023 by Dexters, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
45,TW9S00046,TW9,Sales,Terraced,"Topiary Square, Richmond, TW9",4,2,"£1,295,000","A very smart and tastefully presented four/five bedroom family home in Topiary Square, a traffic-free cul-de-sac close to Kew Gardens and central Richmond.",Added on 27/04/2023,"Added on 27/04/2023 by N&N Richmond, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
46,TW9S00047,TW9,Sales,Terraced,"Windsor Road, Kew, Surrey, TW9",4,1,"£1,250,000",Outstanding Victorian terraced house situated in this much requested residential cul de sac.,Added on 25/04/2023,"Added on 25/04/2023 by Antony Roberts Estate Agents, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=24&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
47,TW9S00048,TW9,Sales,Terraced,"Sandycombe Road, Richmond, Surrey, TW9",3,2,"£1,095,000",An immaculate three bedroom family home with a West facing garden,Added on 11/04/2023,Allow all cookies,RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
48,TW9S00049,TW9,Sales,Terraced,"Windsor Road, Kew, Surrey, TW9",4,2,"£1,200,000","Stunning 4 bedroom, 2 bathroom Victorian house situated in this highly requested residential cul de sac.",Added on 31/03/2023,"Added on 11/04/2023 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
49,TW9S00050,TW9,Sales,House,"Gloucester Road, Richmond, TW9",3,2,"£1,200,000","An exquisite three bedroom/two bathroom mews house situated moments from Kew village which provides multiple boutique shops, bars and cafes, London Underground and Overground train services. The property is arranged over three floors. The ground floor boasts stunning slow arched windo...",Added on 17/10/2022,"Added on 31/03/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
50,TW9S00051,TW9,Sales,Terraced,"Gaston Bell Close, Richmond, Surrey, TW9",4,2,"£1,200,000","A bright and specious 4 bedroomed house in desirable and convenient location and with garden, garage and parking. Gaston Bell Close is a quiet cul-de-sac within a short walk of Richmond town centre and close to the Lion Gate entrance of The Royal Botanic Gardens.",Added on 30/11/2022,"Added on 17/10/2022 by Featherstone Leigh, Kew Gardens",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
51,TW9S00052,TW9,Sales,Semi-Detached,"West Park Avenue, Kew",5,1,"£1,195,000","Offered for sale, for the first time since 1964 and nestled in one of the most desirable side roads in Kew, is this very well proportioned and traditional 1928 built family home of over 1450 sq. ft, arranged over three floors, featuring five bedrooms. Most notably, there is an abundance...",Reduced on 19/04/2023,"Added on 30/11/2022 by W. Hallett & Co, Kew",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
52,TW9S00053,TW9,Sales,Terraced,"Grena Gardens, Richmond, TW9",4,2,"£1,175,000","CHAIN FREE. An attractive four bedroom terraced house built sometime just after the turn of the last century, located on a sought after residential road to the east of central Richmond in a great position for access to two of Richmond’s well-known Ofsted Outstanding rated primary schools. T...",Reduced on 19/04/2023,"Reduced on 19/04/2023 by Chase Buchanan, Richmond & Kew",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
53,TW9S00054,TW9,Sales,House,"Willow Cottages, Kew, Surrey, TW9",2,1,"£1,175,000",Enchanting early Victorian gable fronted cottage situated in an idyllic pedestrian setting behind Kew Green and affording magnificent open views overlooking the adjoining small green ('Westerly Ware') to the front with the River Thames tow path beyond.,Added on 27/03/2023,"Reduced on 19/04/2023 by Curchods Estate Agents, Kingston",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
54,TW9S00055,TW9,Sales,Terraced,"Sandycombe Road, Richmond, Surrey, TW9",3,2,"£1,095,000",An immaculate three bedroom family home with a West facing garden,Added on 11/04/2023,"Added on 27/03/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
55,TW9S00056,TW9,Sales,Semi-Detached,"Kew Foot Road, Richmond, TW9",2,2,"£1,050,000","Set within an exclusive gated development, this stunning newly refurbished mews house has two bedrooms, spacious living room overlooking a pretty courtyard garden and allocated parking. Freehold.",Added on 16/11/2022,"Added on 11/04/2023 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
56,TW9S00057,TW9,Sales,End of Terrace,"Kew Foot Road, Richmond",2,1,"£1,050,000","A very rare opportunity to acquire a stylish, contemporary freehold property, situated behind private secure gates in a prime residential road, in Richmond-upon-Thames. Brilliant architecture, a sleek and stylish design add to the blend of sophistication and secure privacy offered here. ...",Reduced on 20/09/2022,"Added on 16/11/2022 by Jackson-Stops, Teddington",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
57,TW9S00058,TW9,Sales,Mews,"Kew Foot Road, Richmond, TW9",2,1,"£1,050,000","Situated amidst charming period properties on the picturesque Kew Foot Road, is a spectacular, contemporary two bedroom mews house of premium design and architecture",Added on 06/10/2022,"Reduced on 20/09/2022 by Chase Buchanan, Richmond & Kew",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
58,TW9S00059,TW9,Sales,Semi-Detached,"West Park Avenue, Kew, Surrey, TW9",3,2,"£1,050,000",Appealing semi-detached family house situated in this highly popular residential crescent.,Added on 19/04/2023,"Added on 06/10/2022 by Fine & Country, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
59,TW9S00060,TW9,Sales,Mews,"Blake Mews, Richmond, Surrey, TW9",1,1,"£995,000",A unique opportunity to purchase a beautiful mews house in Kew Village,Added on 23/02/2023,"Added on 19/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
60,TW9S00061,TW9,Sales,End of Terrace,"Princes Road, Kew, Surrey, TW9",3,2,"£995,000","Rarely available, end of terrace family house, one of only 5 'Span' houses designed by Eric Lyons situated along this highly desirable road adjoining Kew village.",Added on 10/03/2023,"Added on 23/02/2023 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
61,TW9S00062,TW9,Sales,Terraced,"Ashley Road, Richmond, Surrey, TW9",2,1,"£950,000","An elegant and spacious two-bedroom Victorian house with scope to covert the loft, situated in the delightful Old Deer Park area within easy walking distance of Richmond town centre and station.",Added on 24/04/2023,"Added on 10/03/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
62,TW9S00063,TW9,Sales,Mews,"Lonsdale Mews, London TW9",3,2,"£950,000","This idyllic three-bedroom house is tucked away on a private cobblestone Victorian Mews in Kew. Carefully designed by the owners, the house has been thoughtfully reconfigured to enhance the natural light streaming in from the front and rear. The private courtyard is an outdoor sanctuary set betwe...",Added on 26/04/2023,"Added on 24/04/2023 by Antony Roberts Estate Agents, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
63,TW9S00064,TW9,Sales,Cottage,Alton Road,3,2,"£950,000","A well presented three bedroom, two bathroom Victorian cottage positioned in the heart of Richmond.",Added on 06/05/2023,"Added on 26/04/2023 by The Modern House, London",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
64,TW9S00065,TW9,Sales,Terraced,"Manor Grove, Richmond, TW9",3,2,"£950,000","A three bedroom mid-terrace house located within a quarter mile radius of North Sheen train Station. The property offers kitchen/dining room with two double bedrooms, main bathroom on the first floor, loft, master bedroom with en-suite and a rear garden. Offered with no chain",Added on 27/04/2023,"Added on 06/05/2023 by Cantell & Co, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
65,TW9S00066,TW9,Sales,Flat,"Strand Drive, Kew, Richmond, TW9",3,2,"£920,000",This lovely 3 bedroom 1st floor flat offers bright and spacious accommodation with a large open-plan kitchen/reception room providing excellent living and entertaining space.,Reduced on 12/04/2023,"Added on 27/04/2023 by Chancellors, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
66,TW9S00067,TW9,Sales,Flat,"Strand Drive, TW9",3,2,"£920,000",This luxury three bedroom first floor apartment offers in excess of 1000 sq.ft of living space set within this exclusive gated riverside development in Kew. The property offers excellent space with well-proportioned rooms and benefits from direct access to a balcony overlooking the river Thames. ...,Reduced on 04/04/2023,"Reduced on 12/04/2023 by Foxtons, Twickenham",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
67,TW9S00068,TW9,Sales,Flat,"Kew, London, TW9",3,2,"£920,000","Situated within the sought-after Kew Riverside development, this three bedroom, two bathroom first floor apartment falls within 0.6 miles of Kew Train Station and benefits from 24-hour concierge, CCTV security, residents' gymnasium and communal gardens.",Reduced on 04/04/2023,"Reduced on 04/04/2023 by Parkgate, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
68,TW9S00069,TW9,Sales,Flat,"Strand Drive, Kew",3,2,"£920,000",A spacious three bedroom first floor apartment within the popular Strand Drive development. The property would be ideal for those with looking for low maintenance living in a peaceful and prestigious development.,Added on 24/04/2023,"Reduced on 04/04/2023 by Chancellors, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
69,TW9S00070,TW9,Sales,Terraced,"Manor Grove, Richmond",3,2,"£900,000","*Offers in excess of* An opportunity to purchase a three bedroom family home which has been stylishly extended by the current owners. The property is arranged over three floors and offers approximately 1,280 sq ft of accommodation.",Reduced on 17/11/2022,"Added on 24/04/2023 by Dexters, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
70,TW9S00071,TW9,Sales,Apartment,"Lower Mortlake Road, Richmond, TW9",2,2,"£899,950","A stunning penthouse apartment with private direct lift access and underground parking, situated on the top floor of an impressive architect designed building close to Richmond town centre and Station.",Reduced on 21/03/2023,"Reduced on 17/11/2022 by Dexters, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
71,TW9S00072,TW9,Sales,House,"Dunstable Road, Richmond",2,1,"£899,950","An unmodernised Victorian semi-detached house of Palladian architectural influence. The property offers the scope, subject to planning permission, to extend to the rear at ground floor level.",Added on 11/01/2023,"Reduced on 21/03/2023 by Antony Roberts Estate Agents, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=48&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
72,TW9S00073,TW9,Sales,Apartment,"Darell Road, Kew, TW9",2,1,"£625,000","A beautiful two-bedroom garden flat in Kew with the potential to extend (STPP). The property features a modern open plan kitchen reception room, two spacious bedrooms, and a stunning 35-foot garden with rear access and a home office.",Added on 05/05/2023,Allow all cookies,RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
73,TW9S00074,TW9,Sales,House,"Rosedale Road, Richmond",2,1,"£899,950",A charming and extremely well presented two double bedroom Victorian cottage located within a popular and quiet residential cul-de-sac close to Richmond station with its many links into Central London.,Reduced on 28/03/2023,"Added on 05/05/2023 by Chestertons Estate Agents, Kew",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
74,TW9S00075,TW9,Sales,Apartment,"Christchurch, 122B Kew Road, Richmond, Surrey, TW9",2,2,"£895,000",Split level apartment in a converted Church close to Richmond station and shops.,Added on 01/03/2023,"Reduced on 28/03/2023 by Dexters, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
75,TW9S00076,TW9,Sales,Apartment,"Sheen Park, Richmond",3,2,"£895,000","The Property Partnership are delighted to offer this thoughtfully remodelled period conversion apartment located within the coveted Sheen Park, just a short walk from Richmond town centre and station.",Added on 06/02/2023,"Added on 01/03/2023 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
76,TW9S00077,TW9,Sales,Terraced,"Sandycombe Road, Kew, Surrey, TW9",2,2,"£850,000",Impressive Victorian two double bedroom cottage beautifully presented and benefiting from a well proportioned and bright internal arrangement with scope for further extension/loft conversion if required (STUC).,Added on 17/03/2023,"Added on 06/02/2023 by Property Partnership, Borough of Richmond-upon-Thames",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
77,TW9S00078,TW9,Sales,Apartment,"Sheen Road, Richmond, TW9",2,1,"£850,000","This large two bedroom apartment is on the raised ground floor of an immaculately presented Victorian building. The apartment is very spacious boasting over 900 sqft, high ceilings with original cornicing and mantelpieces gives the apartment a light and airy feel. The large living/dining room wit...",Reduced on 16/03/2023,"Added on 17/03/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
78,TW9S00079,TW9,Sales,End of Terrace,"Cambridge Cottages, Kew, Surrey, TW9",2,1,"£845,000",Charming two double bedroom Victorian cottage enviably located at the far end of this tranquil cul de sac setting and forming part of the coveted Kew Green conservation area.,Reduced on 20/09/2022,"Reduced on 16/03/2023 by Featherstone Leigh, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
79,TW9S00080,TW9,Sales,Apartment,"Melliss Avenue, Kew, Surrey, TW9",2,2,"£839,950","Outstanding two double bedroom, third floor apartment with private balcony forming part of this exclusive riverside development.",Added on 11/04/2023,"Reduced on 20/09/2022 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
80,TW9S00081,TW9,Sales,House,"Manor Grove, Richmond, TW9",3,1,"£835,000","Offering a stunning interior with excellent living and entertainment space, this beautiful 3-bedroom house boasts a fabulous garden with a charming terrace, great for the summer.",Added on 17/04/2023,"Added on 11/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
81,TW9S00082,TW9,Sales,Terraced,"Lonsdale Mews, Kew, Surrey, TW9",2,2,"£825,000",Exquisite 2 double bedroom mews style house situated in this delightful cobbled setting in the heart of Kew village.,Reduced on 07/02/2023,"Added on 17/04/2023 by Foxtons, Twickenham",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
82,TW9S00083,TW9,Sales,Apartment,"Chancery House, Levett Square, Kew, Surrey, TW9",2,2,"£810,000",Spacious and contemporary ground floor apartment forming part of this highly desirable development recently built by Taylor Wimpey.,Added on 06/04/2023,"Reduced on 07/02/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
83,TW9S00084,TW9,Sales,Apartment,"Merevale House, Parkshot, Richmond, Surrey, TW9",2,2,"£800,000",A stunning 2 bedroom apartment enviably situated moments away from Richmond Green and Richmond town centre.,Reduced on 05/01/2023,"Added on 06/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
84,TW9S00085,TW9,Sales,Apartment,"Parkshot, Richmond, TW9",2,2,"£800,000","A gorgeous two bedroom, two bathroom apartment situated just moments from Richmond Green",Reduced on 19/04/2023,"Reduced on 05/01/2023 by Savills, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
85,TW9S00086,TW9,Sales,Terraced,"Rosedale Road, Richmond, TW9",2,1,"£795,000","A charming and well-presented 2 double-bedroom Victorian cottage with a spacious upstairs bathroom, set in a sought-after cul-de-sac within a short walk of Richmond town centre and station.",Added on 11/04/2023,"Reduced on 19/04/2023 by Fine & Country, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
86,TW9S00087,TW9,Sales,Apartment,"Maze Road, Kew, Surrey, TW9",3,1,"£795,000",Desirable 3 double bedroom apartment forming part of a most appealing 'villa' style Victorian house rarely available in the Kew Green Conservation area.,Reduced on 17/11/2022,"Added on 11/04/2023 by Antony Roberts Estate Agents, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
87,TW9S00088,TW9,Sales,Apartment,"Lavender House, 31 Melliss Avenue, Kew, Surrey, TW9",2,2,"£795,000",Exceptional second floor two double bedroom apartment advantageously located within the award winning Kew Riverside development.,Reduced on 13/04/2023,"Reduced on 17/11/2022 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
88,TW9S00089,TW9,Sales,House,"Trinity Road, Richmond",3,2,"£795,000",A charming and well presented three bedroom Victorian cottage which is well positioned for a number of outstanding Ofsted rated primary schools including Marshgate and Holy Trinity.,Reduced on 24/01/2023,"Reduced on 13/04/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
89,TW9S00090,TW9,Sales,House,"Manor Grove, Richmond",3,1,"£795,000","Situated on a popular residential road is this Victorian family home. The property is currently arranged over two floors which presents a buyer with the ample opportunity to extend, STPP, and is offered with no forward chain.",Added on 02/05/2023,"Reduced on 24/01/2023 by Dexters, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
90,TW9S00091,TW9,Sales,Cottage,"Lower Mortlake Road, Richmond",2,2,"£775,000","This absolutely beautiful, architecturally redesigned cottage is nestled in a pretty row of Victorian properties, in the heart of Richmond-upon-Thames. A magnificent property, with two bedrooms and two bathrooms, with super sophisticated entertaining space, leading to a beautiful kitchen...",Added on 20/04/2023,"Added on 02/05/2023 by Dexters, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
91,TW9S00092,TW9,Sales,Semi-Detached,"Gainsborough Road, Richmond",3,3,"£755,000","Being Sold via Secure Sale online bidding. Terms & Conditions apply. Starting Bid £755,000 A deceptively spacious three bedroom family home of almost 1200 square feet, with off street parking for 3 or 4 cars comfortably. The ground floor has 3 defined areas to make family life...",Reduced on 03/03/2023,"Added on 20/04/2023 by Chase Buchanan, Richmond & Kew",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
92,TW9S00093,TW9,Sales,Semi-Detached,"Gainsborough Road, Richmond, Richmond, TW9 2DZ",3,2,"£755,000","A deceptively spacious three bedroom family home of almost 1200 square feet, with off street parking for 3 or 4 cars comfortably. The ground floor has 3 defined areas to make family life ‘flow’ better, it is a clever design, and this non-traditional configuration really does work well, add to ...",Added on 12/04/2023,"Reduced on 03/03/2023 by Chase Buchanan, Richmond & Kew",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
93,TW9S00094,TW9,Sales,Apartment,"The Quadrant, Richmond, TW9",2,2,"£750,000","A particularly spacious and stylish 2 double bedroom, 2 bathroom contemporary apartment with a large, private decked terrace highly conveniently located in Richmond town centre moments from the station.",Reduced on 26/04/2022,"Added on 12/04/2023 by Pattinson Estate Agents, Auction",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
94,TW9S00095,TW9,Sales,Apartment,"Lime House, 33 Melliss Avenue, Kew, Surrey, TW9",2,1,"£750,000",Most desirable first floor two double bedroom apartment advantageously located within the sought after Kew Riverside development.,Added on 03/01/2023,"Reduced on 26/04/2022 by Antony Roberts Estate Agents, Richmond - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
95,TW9S00096,TW9,Sales,Apartment,"Richmond Square, Kew Foot Road, Richmond, TW9",1,2,"£750,000",This immaculate courtyard facing one bedroom apartment sits within the newly built Art Deco part of Evelyn house.,NEW HOME,"Added on 03/01/2023 by Antony Roberts Estate Agents, Kew - Sales",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=72&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
96,TW9S00097,TW9,Sales,Terraced,"Grena Gardens, Richmond, TW9",4,2,"£1,175,000","CHAIN FREE. An attractive four bedroom terraced house built sometime just after the turn of the last century, located on a sought after residential road to the east of central Richmond in a great position for access to two of Richmond’s well-known Ofsted Outstanding rated primary schools. T...",Reduced on 19/04/2023,Allow all cookies,RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=96&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
97,TW9S00098,TW9,Sales,Flat,"Richmond, London, TW9",2,1,"£750,000","A well presented apartment set within the exclusive riverside development in Kew, benefiting from a balcony, parking, and concierge",Added on 15/03/2023,"Reduced on 19/04/2023 by Curchods Estate Agents, Kingston",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=96&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
98,TW9S00099,TW9,Sales,House,"Victoria Cottages, Kew, Surrey, TW9",2,2,"£735,000",Most charming two double bedroom Victorian cottage situated in this sought after central village cul de sac setting.,Reduced on 16/09/2022,"Added on 15/03/2023 by Chancellors, Richmond",RightMove,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=OUTCODE%5E2732&index=96&propertyTypes=&includeSSTC=false&mustHave=&dontShow=&furnishTypes=&keywords=
